Hours Worked,Comm1,Comm2,Comm3
31.85,0.00815946,0.007113193,0.007343292
31.9,0.008165217,0.007116711,0.007345488
31.95,0.008170943,0.007120213,0.007347667
32,0.008176637,0.007123699,0.007349829
32.05,0.008182299,0.007127169,0.007351974
32.1,0.00818793,0.007130624,0.007354101
32.15,0.008193529,0.007134063,0.007356211
32.2,0.008199096,0.007137487,0.007358304
32.25,0.008204632,0.007140894,0.007360379
32.3,0.008210136,0.007144286,0.007362437
32.35,0.008215607,0.007147662,0.007364477
32.4,0.008221047,0.007151022,0.0073665
32.45,0.008226454,0.007154366,0.007368506
32.5,0.00823183,0.007157694,0.007370494
32.55,0.008237173,0.007161006,0.007372464
32.6,0.008242484,0.007164302,0.007374418
32.65,0.008247762,0.007167583,0.007376353
32.7,0.008253008,0.007170847,0.007378272
32.75,0.008258222,0.007174095,0.007380172
32.8,0.008263403,0.007177327,0.007382055
32.85,0.008268551,0.007180544,0.007383921
32.9,0.008273667,0.007183744,0.007385769
32.95,0.008278749,0.007186928,0.007387599
33,0.008283799,0.007190095,0.007389412
33.05,0.008288816,0.007193247,0.007391207
33.1,0.008293801,0.007196382,0.007392985
33.15,0.008298752,0.007199502,0.007394745
33.2,0.00830367,0.007202605,0.007396487
33.25,0.008308555,0.007205691,0.007398212
33.3,0.008313406,0.007208762,0.007399919
33.35,0.008318225,0.007211816,0.007401609
33.4,0.00832301,0.007214854,0.00740328
33.45,0.008327762,0.007217875,0.007404934
33.5,0.00833248,0.007220881,0.007406571
33.55,0.008337164,0.007223869,0.007408189
33.6,0.008341816,0.007226842,0.00740979
33.65,0.008346433,0.007229798,0.007411373
33.7,0.008351017,0.007232737,0.007412938
33.75,0.008355567,0.00723566,0.007414486
33.8,0.008360083,0.007238566,0.007416016
33.85,0.008364566,0.007241456,0.007417528
33.9,0.008369014,0.00724433,0.007419022
33.95,0.008373429,0.007247187,0.007420498
34,0.008377809,0.007250027,0.007421957
34.05,0.008382156,0.007252851,0.007423397
34.1,0.008386468,0.007255658,0.00742482
34.15,0.008390746,0.007258449,0.007426225
34.2,0.00839499,0.007261222,0.007427612
34.25,0.008399199,0.00726398,0.007428981
34.3,0.008403374,0.00726672,0.007430333
34.35,0.008407515,0.007269444,0.007431666
34.4,0.008411621,0.007272151,0.007432982
34.45,0.008415693,0.007274841,0.007434279
34.5,0.00841973,0.007277515,0.007435559
34.55,0.008423733,0.007280171,0.007436821
34.6,0.0084277,0.007282811,0.007438065
34.65,0.008431634,0.007285434,0.007439291
34.7,0.008435532,0.00728804,0.007440498
34.75,0.008439395,0.00729063,0.007441688
34.8,0.008443224,0.007293202,0.00744286
34.85,0.008447018,0.007295758,0.007444014
34.9,0.008450776,0.007298296,0.00744515
34.95,0.0084545,0.007300818,0.007446268
35,0.008458189,0.007303323,0.007554432
35.05,0.008461842,0.007305811,0.007587923
35.1,0.008465461,0.007308281,0.007630401
35.15,0.008469044,0.007310735,0.007684117
35.2,0.008472592,0.007313172,0.007751815
35.25,0.008476105,0.007315592,0.007836814
35.3,0.008479582,0.007317994,0.00794311
35.35,0.008483025,0.00732038,0.008075485
35.4,0.008486432,0.007322748,0.00823962
35.45,0.008489804,0.007325099,0.008442231
35.5,0.008493141,0.007327434,0.008691198
35.55,0.008496443,0.007329751,0.008995715
35.6,0.008499711,0.007332051,0.00936643
35.65,0.008502944,0.007334333,0.009815598
35.7,0.008506145,0.007336599,0.01035722
35.75,0.008509312,0.007338847,0.011007179
35.8,0.008512449,0.007341078,0.011783356
35.85,0.008515556,0.007343292,0.012705729
35.9,0.008518637,0.007345488,0.013796439
35.95,0.008521695,0.007347667,0.015079816
36,0.008524736,0.007349829,0.013371535
36.05,0.008527767,0.007351974,0.015121842
36.1,0.008530797,0.007354101,0.017150455
36.15,0.00853384,0.007356211,0.019489651
36.2,0.008536915,0.007358304,0.022173141
36.25,0.008540046,0.007360379,0.025235676
36.3,0.008543266,0.007362437,0.028712561
36.35,0.008546621,0.007364477,0.032639079
36.4,0.008550168,0.0073665,0.037049802
36.45,0.008553987,0.007368506,0.041977825
36.5,0.008558179,0.007370494,0.047453902
36.55,0.008562879,0.007372464,0.053505508
36.6,0.008568262,0.007374418,0.060155847
36.65,0.008574554,0.007376353,0.067422815
36.7,0.008582045,0.007378272,0.075317941
36.75,0.00859111,0.007380172,0.083845348
36.8,0.008602223,0.007382055,0.093000752
36.85,0.008615987,0.007383921,0.102770531
36.9,0.008633158,0.007385769,0.11313091
36.95,0.008654689,0.007387599,0.124047289
37,0.008681763,0.007389412,0.13547375
37.05,0.008715847,0.007391208,0.147352779
37.1,0.008758749,0.007392985,0.159615228
37.15,0.008812683,0.007394745,0.17218054
37.2,0.008880347,0.007396488,0.184957267
37.25,0.008965005,0.007398213,0.197843867
37.3,0.009070586,0.00739992,0.210729813
37.35,0.009201792,0.00740161,0.223496973
37.4,0.00936421,0.007403282,0.236021269
37.45,0.009564443,0.007404938,0.248174579
37.5,0.009810241,0.007406575,0.259826833
37.55,0.010110643,0.007408196,0.270848284
37.6,0.010476121,0.007409801,0.281111872
37.65,0.010918726,0.007411389,0.290495638
37.7,0.011452225,0.007412962,0.298885125
37.75,0.012092235,0.00741452,0.306175696
37.8,0.012856341,0.007416065,0.312274695
37.85,0.013764187,0.007417599,0.317103415
37.9,0.014837545,0.007419125,0.320598778
37.95,0.01610034,0.007420647,0.322714714
38,0.015050765,0.007422169,0.323423166
38.05,0.016772669,0.0074237,0.322714714
38.1,0.018768221,0.007425249,0.320598778
38.15,0.021069162,0.00742683,0.317103415
38.2,0.023708638,0.007428463,0.312274695
38.25,0.026720822,0.007430171,0.306175696
38.3,0.030140432,0.007431989,0.298885125
38.35,0.03400216,0.007433962,0.290495638
38.4,0.038340005,0.007436151,0.281111872
38.45,0.043186509,0.007438634,0.270848284
38.5,0.048571912,0.007441516,0.259826833
38.55,0.054523233,0.007444934,0.248174579
38.6,0.06106329,0.007449064,0.236021269
38.65,0.068209678,0.007454139,0.223496973
38.7,0.075973735,0.007460452,0.210729813
38.75,0.084359517,0.007468385,0.197843867
38.8,0.093362809,0.00747842,0.184957267
38.85,0.102970217,0.007491169,0.17218054
38.9,0.113158363,0.007507403,0.159615228
38.95,0.123893222,0.00752809,0.147352779
39,0.135129643,0.007554432,0.13547375
39.05,0.146811069,0.007587923,0.127258115
39.1,0.158869505,0.007630401,0.116341736
39.15,0.171225738,0.007684117,0.105981357
39.2,0.183789841,0.007751815,0.096211578
39.25,0.196461968,0.007836814,0.087056174
39.3,0.209133431,0.00794311,0.078528767
39.35,0.221688069,0.008075485,0.070633641
39.4,0.234003871,0.00823962,0.063366673
39.45,0.24595485,0.008442231,0.056716334
39.5,0.257413106,0.008691198,0.050664728
39.55,0.268251052,0.008995715,0.045188651
39.6,0.278343746,0.00936643,0.040260628
39.65,0.287571262,0.009815598,0.035849905
39.7,0.295821052,0.01035722,0.031923387
39.75,0.302990221,0.011007179,0.028446502
39.8,0.308987659,0.011783356,0.025383967
39.85,0.313735968,0.012705729,0.022700477
39.9,0.317173124,0.013796439,0.020361281
39.95,0.319253823,0.015079816,0.018332668
40,0.319950478,0.016110044,0.016582361
40.05,0.319253823,0.017860351,0.015079816
40.1,0.317173124,0.019888964,0.013796439
40.15,0.313735968,0.02222816,0.012705729
40.2,0.308987659,0.02491165,0.011783356
40.25,0.302990221,0.027974185,0.011007179
40.3,0.295821052,0.03145107,0.01035722
40.35,0.287571262,0.035377588,0.009815598
40.4,0.278343746,0.039788311,0.00936643
40.45,0.268251052,0.044716334,0.008995715
40.5,0.257413106,0.050192411,0.008691198
40.55,0.24595485,0.056244017,0.008442231
40.6,0.234003871,0.062894356,0.00823962
40.65,0.221688069,0.070161324,0.008075485
40.7,0.209133431,0.07805645,0.00794311
40.75,0.196461968,0.086583857,0.007836814
40.8,0.183789841,0.095739261,0.007751815
40.85,0.171225738,0.10550904,0.007684117
40.9,0.158869505,0.115869419,0.007630401
40.95,0.146811069,0.126785798,0.007587923
41,0.135129643,0.138212259,0.007554432
41.05,0.126421087,0.150091288,0.00752809
41.1,0.115686228,0.162353737,0.007507403
41.15,0.105498083,0.174919049,0.007491169
41.2,0.095890675,0.187695776,0.00747842
41.25,0.086887383,0.200582376,0.007468385
41.3,0.078501601,0.213468322,0.007460452
41.35,0.070737543,0.226235482,0.007454139
41.4,0.063591155,0.238759778,0.007449064
41.45,0.057051099,0.250913088,0.007444934
41.5,0.051099777,0.262565342,0.007441516
41.55,0.045714374,0.273586793,0.007438634
41.6,0.04086787,0.283850381,0.007436151
41.65,0.036530026,0.293234147,0.007433962
41.7,0.032668297,0.301623634,0.007431989
41.75,0.029248687,0.308914205,0.007430171
41.8,0.026236504,0.315013204,0.007428463
41.85,0.023597027,0.319841924,0.00742683
41.9,0.021296087,0.323337287,0.007425249
41.95,0.019300534,0.325453223,0.0074237
42,0.017578631,0.326161675,0.007422169
42.05,0.01610034,0.325453223,0.007420647
42.1,0.014837545,0.323337287,0.007419125
42.15,0.013764187,0.319841924,0.007417599
42.2,0.012856341,0.315013204,0.007416065
42.25,0.012092235,0.308914205,0.00741452
42.3,0.011452225,0.301623634,0.007412962
42.35,0.010918726,0.293234147,0.007411389
42.4,0.010476121,0.283850381,0.007409801
42.45,0.010110643,0.273586793,0.007408196
42.5,0.009810241,0.262565342,0.007406575
42.55,0.009564443,0.250913088,0.007404938
42.6,0.00936421,0.238759778,0.007403282
42.65,0.009201792,0.226235482,0.00740161
42.7,0.009070586,0.213468322,0.00739992
42.75,0.008965005,0.200582376,0.007398213
42.8,0.008880347,0.187695776,0.007396488
42.85,0.008812683,0.174919049,0.007394745
42.9,0.008758749,0.162353737,0.007392985
42.95,0.008715847,0.150091288,0.007391208
43,0.008681763,0.138212259,0.007389412
43.05,0.008654689,0.127258115,0.007387599
43.1,0.008633158,0.116341736,0.007385769
43.15,0.008615987,0.105981357,0.007383921
43.2,0.008602223,0.096211578,0.007382055
43.25,0.00859111,0.087056174,0.007380172
43.3,0.008582045,0.078528767,0.007378272
43.35,0.008574554,0.070633641,0.007376353
43.4,0.008568262,0.063366673,0.007374418
43.45,0.008562879,0.056716334,0.007372464
43.5,0.008558179,0.050664728,0.007370494
43.55,0.008553987,0.045188651,0.007368506
43.6,0.008550168,0.040260628,0.0073665
43.65,0.008546621,0.035849905,0.007364477
43.7,0.008543266,0.031923387,0.007362437
43.75,0.008540046,0.028446502,0.007360379
43.8,0.008536915,0.025383967,0.007358304
43.85,0.00853384,0.022700477,0.007356211
43.9,0.008530797,0.020361281,0.007354101
43.95,0.008527767,0.018332668,0.007351974
44,0.008524736,0.016582361,0.007349829
44.05,0.008521695,0.015079816,0.007347667
44.1,0.008518637,0.013796439,0.007345488
44.15,0.008515556,0.012705729,0.007343292
44.2,0.008512449,0.011783356,0.007341078
44.25,0.008509312,0.011007179,0.007338847
44.3,0.008506145,0.01035722,0.007336599
44.35,0.008502944,0.009815598,0.007334333
44.4,0.008499711,0.00936643,0.007332051
44.45,0.008496443,0.008995715,0.007329751
44.5,0.008493141,0.008691198,0.007327434
44.55,0.008489804,0.008442231,0.007325099
44.6,0.008486432,0.00823962,0.007322748
44.65,0.008483025,0.008075485,0.00732038
44.7,0.008479582,0.00794311,0.007317994
44.75,0.008476105,0.007836814,0.007315592
44.8,0.008472592,0.007751815,0.007313172
44.85,0.008469044,0.007684117,0.007310735
44.9,0.008465461,0.007630401,0.007308281
44.95,0.008461842,0.007587923,0.007305811
45,0.008458189,0.007554432,0.007303323
45.05,0.0084545,0.00752809,0.007300818
45.1,0.008450776,0.007507403,0.007298296
45.15,0.008447018,0.007491169,0.007295758
45.2,0.008443224,0.00747842,0.007293202
45.25,0.008439395,0.007468385,0.00729063
45.3,0.008435532,0.007460452,0.00728804
45.35,0.008431634,0.007454139,0.007285434
45.4,0.0084277,0.007449064,0.007282811
45.45,0.008423733,0.007444934,0.007280171
45.5,0.00841973,0.007441516,0.007277515
45.55,0.008415693,0.007438634,0.007274841
45.6,0.008411621,0.007436151,0.007272151
45.65,0.008407515,0.007433962,0.007269444
45.7,0.008403374,0.007431989,0.00726672
45.75,0.008399199,0.007430171,0.00726398
45.8,0.00839499,0.007428463,0.007261222
45.85,0.008390746,0.00742683,0.007258449
45.9,0.008386468,0.007425249,0.007255658
45.95,0.008382156,0.0074237,0.007252851
46,0.008377809,0.007421957,0.007250027
46.05,0.008373429,0.007420498,0.007247187
46.1,0.008369014,0.007419022,0.00724433
46.15,0.008364566,0.007417528,0.007241456
46.2,0.008360083,0.007416016,0.007238566
46.25,0.008355567,0.007414486,0.00723566
46.3,0.008351017,0.007412938,0.007232737
46.35,0.008346433,0.007411373,0.007229798
46.4,0.008341816,0.00740979,0.007226842
46.45,0.008337164,0.007408189,0.007223869
46.5,0.00833248,0.007406571,0.007220881
46.55,0.008327762,0.007404934,0.007217875
46.6,0.00832301,0.00740328,0.007214854
46.65,0.008318225,0.007401609,0.007211816
46.7,0.008313406,0.007399919,0.007208762
46.75,0.008308555,0.007398212,0.007205691
46.8,0.00830367,0.007396487,0.007202605
46.85,0.008298752,0.007394745,0.007199502
46.9,0.008293801,0.007392985,0.007196382
46.95,0.008288816,0.007391207,0.007193247
47,0.008283799,0.007389412,0.007190095
47.05,0.008278749,0.007387599,0.007186928
47.1,0.008273667,0.007385769,0.007183744
47.15,0.008268551,0.007383921,0.007180544
47.2,0.008263403,0.007382055,0.007177327
47.25,0.008258222,0.007380172,0.007174095
47.3,0.008253008,0.007378272,0.007170847
47.35,0.008247762,0.007376353,0.007167583
47.4,0.008242484,0.007374418,0.007164302
47.45,0.008237173,0.007372464,0.007161006
47.5,0.00823183,0.007370494,0.007157694
47.55,0.008226454,0.007368506,0.007154366
47.6,0.008221047,0.0073665,0.007151022
47.65,0.008215607,0.007364477,0.007147662
47.7,0.008210136,0.007362437,0.007144286
47.75,0.008204632,0.007360379,0.007140894
47.8,0.008199096,0.007358304,0.007137487
47.85,0.008193529,0.007356211,0.007134063
47.9,0.00818793,0.007354101,0.007130624
47.95,0.008182299,0.007351974,0.007127169
48,0.008176637,0.007349829,0.007123699
48.05,0.008170943,0.007347667,0.007120213
48.1,0.008165217,0.007345488,0.007116711
48.15,0.00815946,0.007343292,0.007113193
48.2,0.008153672,0.007341078,0.00710966
48.25,0.008147853,0.007338847,0.007106111
48.3,0.008142002,0.007336599,0.007102547
48.35,0.00813612,0.007334333,0.007098967
48.4,0.008130208,0.007332051,0.007095372
48.45,0.008124264,0.007329751,0.007091761
48.5,0.008118289,0.007327434,0.007088135
48.55,0.008112284,0.007325099,0.007084493
48.6,0.008106247,0.007322748,0.007080836
48.65,0.008100181,0.00732038,0.007077163
48.7,0.008094083,0.007317994,0.007073475
48.75,0.008087955,0.007315592,0.007069772
48.8,0.008081797,0.007313172,0.007066053
48.85,0.008075608,0.007310735,0.007062319
48.9,0.008069389,0.007308281,0.00705857
48.95,0.00806314,0.007305811,0.007054806
49,0.00805686,0.007303323,0.007051026
49.05,0.008050551,0.007300818,0.007047232
49.1,0.008044212,0.007298296,0.007043422
49.15,0.008037842,0.007295758,0.007039597
49.2,0.008031443,0.007293202,0.007035757
49.25,0.008025014,0.00729063,0.007031901
49.3,0.008018556,0.00728804,0.007028031
49.35,0.008012068,0.007285434,0.007024146
49.4,0.00800555,0.007282811,0.007020245
49.45,0.007999003,0.007280171,0.00701633
49.5,0.007992427,0.007277515,0.0070124
49.55,0.007985821,0.007274841,0.007008455
49.6,0.007979186,0.007272151,0.007004495
49.65,0.007972523,0.007269444,0.00700052
49.7,0.00796583,0.00726672,0.006996531
49.75,0.007959108,0.00726398,0.006992526
49.8,0.007952357,0.007261222,0.006988507
49.85,0.007945578,0.007258449,0.006984473
49.9,0.00793877,0.007255658,0.006980424
49.95,0.007931933,0.007252851,0.006976361
50,0.007925068,0.007250027,0.006972283
50.05,0.007918174,0.007247187,0.00696819
50.1,0.007911252,0.00724433,0.006964083
50.15,0.007904302,0.007241456,0.006959961
50.2,0.007897324,0.007238566,0.006955825
50.25,0.007890317,0.00723566,0.006951674
50.3,0.007883283,0.007232737,0.006947509
50.35,0.007876221,0.007229798,0.006943329
50.4,0.00786913,0.007226842,0.006939135
50.45,0.007862012,0.007223869,0.006934926
50.5,0.007854867,0.007220881,0.006930703
50.55,0.007847694,0.007217875,0.006926466
50.6,0.007840493,0.007214854,0.006922214
50.65,0.007833265,0.007211816,0.006917948
50.7,0.00782601,0.007208762,0.006913668
50.75,0.007818727,0.007205691,0.006909374
50.8,0.007811418,0.007202605,0.006905065
50.85,0.007804081,0.007199502,0.006900742
50.9,0.007796717,0.007196382,0.006896406
50.95,0.007789327,0.007193247,0.006892055
51,0.007781909,0.007190095,0.00688769
51.05,0.007774465,0.007186928,0.00688331
51.1,0.007766995,0.007183744,0.006878917
51.15,0.007759498,0.007180544,0.00687451
51.2,0.007751974,0.007177327,0.006870089
51.25,0.007744425,0.007174095,0.006865654
51.3,0.007736848,0.007170847,0.006861205
51.35,0.007729246,0.007167583,0.006856743
51.4,0.007721618,0.007164302,0.006852266
51.45,0.007713964,0.007161006,0.006847776
51.5,0.007706284,0.007157694,0.006843272
51.55,0.007698578,0.007154366,0.006838754
51.6,0.007690847,0.007151022,0.006834223
51.65,0.00768309,0.007147662,0.006829677
51.7,0.007675307,0.007144286,0.006825119
51.75,0.007667499,0.007140894,0.006820546
51.8,0.007659666,0.007137487,0.00681596
51.85,0.007651808,0.007134063,0.006811361
51.9,0.007643924,0.007130624,0.006806747
51.95,0.007636016,0.007127169,0.006802121
52,0.007628082,0.007123699,0.006797481
52.05,0.007620124,0.007120213,0.006792828
52.1,0.007612141,0.007116711,0.006788161
52.15,0.007604133,0.007113193,0.006783481
52.2,0.007596101,0.00710966,0.006778787
52.25,0.007588044,0.007106111,0.00677408
52.3,0.007579963,0.007102547,0.00676936
52.35,0.007571858,0.007098967,0.006764627
52.4,0.007563728,0.007095372,0.006759881
52.45,0.007555575,0.007091761,0.006755121
52.5,0.007547397,0.007088135,0.006750348
52.55,0.007539196,0.007084493,0.006745562
52.6,0.007530971,0.007080836,0.006740763
52.65,0.007522722,0.007077163,0.006735951
52.7,0.00751445,0.007073475,0.006731127
52.75,0.007506154,0.007069772,0.006726289
52.8,0.007497834,0.007066053,0.006721438
52.85,0.007489492,0.007062319,0.006716574
52.9,0.007481126,0.00705857,0.006711697
52.95,0.007472737,0.007054806,0.006706808
53,0.007464325,0.007051026,0.006701906
53.05,0.007455891,0.007047232,0.006696991
53.1,0.007447433,0.007043422,0.006692063
53.15,0.007438953,0.007039597,0.006687123
53.2,0.00743045,0.007035757,0.00668217
53.25,0.007421925,0.007031901,0.006677204
53.3,0.007413377,0.007028031,0.006672225
53.35,0.007404807,0.007024146,0.006667235
53.4,0.007396215,0.007020245,0.006662231
53.45,0.007387601,0.00701633,0.006657215
53.5,0.007378965,0.0070124,0.006652187
53.55,0.007370306,0.007008455,0.006647146
53.6,0.007361626,0.007004495,0.006642093
53.65,0.007352925,0.00700052,0.006637027
53.7,0.007344202,0.006996531,0.006631949
53.75,0.007335457,0.006992526,0.006626859
53.8,0.007326691,0.006988507,0.006621757
53.85,0.007317903,0.006984473,0.006616642
53.9,0.007309095,0.006980424,0.006611515
53.95,0.007300265,0.006976361,0.006606376
54,0.007291414,0.006972283,0.006601225
54.05,0.007282543,0.00696819,0.006596062
54.1,0.007273651,0.006964083,0.006590886
54.15,0.007264738,0.006959961,0.006585699
54.2,0.007255804,0.006955825,0.0065805
54.25,0.00724685,0.006951674,0.006575288
54.3,0.007237876,0.006947509,0.006570065
54.35,0.007228881,0.006943329,0.00656483
54.4,0.007219866,0.006939135,0.006559583
54.45,0.007210832,0.006934926,0.006554325
54.5,0.007201777,0.006930703,0.006549054
54.55,0.007192702,0.006926466,0.006543772
54.6,0.007183608,0.006922214,0.006538478
54.65,0.007174494,0.006917948,0.006533173
54.7,0.00716536,0.006913668,0.006527855
54.75,0.007156207,0.006909374,0.006522527
54.8,0.007147035,0.006905065,0.006517186
54.85,0.007137843,0.006900742,0.006511834
54.9,0.007128633,0.006896406,0.006506471
54.95,0.007119403,0.006892055,0.006501096
55,0.007110154,0.00688769,0.00649571
55.05,0.007100887,0.00688331,0.006490312
55.1,0.007091601,0.006878917,0.006484903
55.15,0.007082296,0.00687451,0.006479483
55.2,0.007072973,0.006870089,0.006474051
55.25,0.007063631,0.006865654,0.006468609
55.3,0.007054272,0.006861205,0.006463155
55.35,0.007044893,0.006856743,0.006457689
55.4,0.007035497,0.006852266,0.006452213
55.45,0.007026083,0.006847776,0.006446726
55.5,0.007016651,0.006843272,0.006441227
55.55,0.007007202,0.006838754,0.006435718
55.6,0.006997734,0.006834223,0.006430197
55.65,0.00698825,0.006829677,0.006424666
55.7,0.006978747,0.006825119,0.006419124
55.75,0.006969228,0.006820546,0.00641357
55.8,0.006959691,0.00681596,0.006408006
55.85,0.006950137,0.006811361,0.006402431
55.9,0.006940566,0.006806747,0.006396846
55.95,0.006930978,0.006802121,0.006391249
56,0.006921373,0.006797481,0.006385642
56.05,0.006911752,0.006792828,0.006380025
56.1,0.006902114,0.006788161,0.006374396
56.15,0.00689246,0.006783481,0.006368757
56.2,0.006882789,0.006778787,0.006363108
56.25,0.006873102,0.00677408,0.006357448
56.3,0.006863399,0.00676936,0.006351778
56.35,0.00685368,0.006764627,0.006346097
56.4,0.006843944,0.006759881,0.006340405
56.45,0.006834193,0.006755121,0.006334704
56.5,0.006824427,0.006750348,0.006328992
56.55,0.006814644,0.006745562,0.00632327
56.6,0.006804846,0.006740763,0.006317537
56.65,0.006795033,0.006735951,0.006311794
56.7,0.006785205,0.006731127,0.006306042
56.75,0.006775361,0.006726289,0.006300279
56.8,0.006765502,0.006721438,0.006294505
56.85,0.006755628,0.006716574,0.006288722
56.9,0.006745739,0.006711697,0.006282929
56.95,0.006735836,0.006706808,0.006277126
57,0.006725918,0.006701906,0.006271313
57.05,0.006715985,0.006696991,0.00626549
57.1,0.006706038,0.006692063,0.006259657
57.15,0.006696077,0.006687123,0.006253814
57.2,0.006686101,0.00668217,0.006247961
57.25,0.006676111,0.006677204,0.006242099
57.3,0.006666107,0.006672225,0.006236227
57.35,0.00665609,0.006667235,0.006230345
57.4,0.006646058,0.006662231,0.006224454
57.45,0.006636013,0.006657215,0.006218553
57.5,0.006625954,0.006652187,0.006212642
57.55,0.006615882,0.006647146,0.006206722
57.6,0.006605797,0.006642093,0.006200792
57.65,0.006595698,0.006637027,0.006194853
57.7,0.006585586,0.006631949,0.006188905
57.75,0.006575461,0.006626859,0.006182947
57.8,0.006565323,0.006621757,0.00617698
57.85,0.006555172,0.006616642,0.006171003
57.9,0.006545009,0.006611515,0.006165017
57.95,0.006534833,0.006606376,0.006159022
58,0.006524644,0.006601225,0.006153018
58.05,0.006514443,0.006596062,0.006147005
58.1,0.00650423,0.006590886,0.006140982
58.15,0.006494005,0.006585699,0.006134951
58.2,0.006483767,0.0065805,0.00612891
58.25,0.006473518,0.006575288,0.00612286
58.3,0.006463257,0.006570065,0.006116802
58.35,0.006452984,0.00656483,0.006110734
58.4,0.006442699,0.006559583,0.006104658
58.45,0.006432403,0.006554325,0.006098573
58.5,0.006422095,0.006549054,0.006092479
58.55,0.006411776,0.006543772,0.006086376
58.6,0.006401446,0.006538478,0.006080264
58.65,0.006391105,0.006533173,0.006074144
58.7,0.006380753,0.006527855,0.006068015
58.75,0.00637039,0.006522527,0.006061878
58.8,0.006360016,0.006517186,0.006055732
58.85,0.006349631,0.006511834,0.006049577
58.9,0.006339236,0.006506471,0.006043414
58.95,0.006328831,0.006501096,0.006037242
59,0.006318415,0.00649571,0.006031062
59.05,0.006307989,0.006490312,0.006024874
59.1,0.006297553,0.006484903,0.006018677
59.15,0.006287106,0.006479483,0.006012472
59.2,0.00627665,0.006474051,0.006006259
59.25,0.006266184,0.006468609,0.006000037
59.3,0.006255709,0.006463155,0.005993808
59.35,0.006245223,0.006457689,0.00598757
59.4,0.006234729,0.006452213,0.005981324
59.45,0.006224225,0.006446726,0.00597507
59.5,0.006213711,0.006441227,0.005968808
59.55,0.006203189,0.006435718,0.005962538
59.6,0.006192657,0.006430197,0.00595626
59.65,0.006182116,0.006424666,0.005949974
59.7,0.006171567,0.006419124,0.00594368
59.75,0.006161009,0.00641357,0.005937378
59.8,0.006150442,0.006408006,0.005931069
59.85,0.006139867,0.006402431,0.005924752
59.9,0.006129283,0.006396846,0.005918427
59.95,0.006118691,0.006391249,0.005912094
60,0.006108091,0.006385642,0.005905754
60.05,0.006097482,0.006380025,0.005899406
60.1,0.006086866,0.006374396,0.00589305
60.15,0.006076242,0.006368757,0.005886688
60.2,0.00606561,0.006363108,0.005880317
60.25,0.00605497,0.006357448,0.005873939
60.3,0.006044323,0.006351778,0.005867554
60.35,0.006033668,0.006346097,0.005861161
60.4,0.006023006,0.006340405,0.005854761
60.45,0.006012337,0.006334704,0.005848354
60.5,0.00600166,0.006328992,0.005841939
60.55,0.005990976,0.00632327,0.005835518
60.6,0.005980286,0.006317537,0.005829089
60.65,0.005969589,0.006311794,0.005822653
60.7,0.005958885,0.006306042,0.00581621
60.75,0.005948174,0.006300279,0.005809759
60.8,0.005937457,0.006294505,0.005803302
60.85,0.005926733,0.006288722,0.005796838
60.9,0.005916003,0.006282929,0.005790367
60.95,0.005905267,0.006277126,0.005783889
61,0.005894525,0.006271313,0.005777404
61.05,0.005883777,0.00626549,0.005770912
61.1,0.005873023,0.006259657,0.005764414
61.15,0.005862263,0.006253814,0.005757909
61.2,0.005851497,0.006247961,0.005751397
61.25,0.005840726,0.006242099,0.005744878
61.3,0.005829949,0.006236227,0.005738353
61.35,0.005819167,0.006230345,0.005731821
61.4,0.00580838,0.006224454,0.005725283
61.45,0.005797588,0.006218553,0.005718738
61.5,0.00578679,0.006212642,0.005712187
61.55,0.005775988,0.006206722,0.005705629
61.6,0.00576518,0.006200792,0.005699065
61.65,0.005754368,0.006194853,0.005692494
61.7,0.005743552,0.006188905,0.005685918
61.75,0.00573273,0.006182947,0.005679335
61.8,0.005721905,0.00617698,0.005672745
61.85,0.005711075,0.006171003,0.00566615
61.9,0.00570024,0.006165017,0.005659548
61.95,0.005689402,0.006159022,0.005652941
62,0.005678559,0.006153018,0.005646327
62.05,0.005667713,0.006147005,0.005639707
62.1,0.005656863,0.006140982,0.005633081
62.15,0.005646009,0.006134951,0.00562645
62.2,0.005635151,0.00612891,0.005619812
62.25,0.00562429,0.00612286,0.005613168
62.3,0.005613425,0.006116802,0.005606519
62.35,0.005602557,0.006110734,0.005599864
62.4,0.005591686,0.006104658,0.005593203
62.45,0.005580812,0.006098573,0.005586536
62.5,0.005569935,0.006092479,0.005579864
62.55,0.005559054,0.006086376,0.005573186
62.6,0.005548171,0.006080264,0.005566502
62.65,0.005537286,0.006074144,0.005559813
62.7,0.005526397,0.006068015,0.005553119
62.75,0.005515506,0.006061878,0.005546419
62.8,0.005504613,0.006055732,0.005539713
62.85,0.005493717,0.006049577,0.005533002
62.9,0.005482819,0.006043414,0.005526286
62.95,0.005471919,0.006037242,0.005519564
63,0.005461017,0.006031062,0.005512837
63.05,0.005450113,0.006024874,0.005506105
63.1,0.005439207,0.006018677,0.005499368
63.15,0.0054283,0.006012472,0.005492625
63.2,0.00541739,0.006006259,0.005485878
63.25,0.00540648,0.006000037,0.005479125
63.3,0.005395567,0.005993808,0.005472367
63.35,0.005384654,0.00598757,0.005465604
63.4,0.005373739,0.005981324,0.005458837
63.45,0.005362823,0.00597507,0.005452064
63.5,0.005351906,0.005968808,0.005445286
63.55,0.005340988,0.005962538,0.005438504
63.6,0.005330069,0.00595626,0.005431717
63.65,0.00531915,0.005949974,0.005424925
63.7,0.005308229,0.00594368,0.005418128
